flight_1_from,flight_1_to,Flight_1_time,flight_1_price,flight_2_from,flight_2_to,Flight_2_time,flight_2_price
MTR,MDE,19:12:16,1043.89,EJA,SMR,12:35:18,651.82
CTG,EJA,10:46:57,705.01,UIB,UIB,02:40:51,781.81
SMR,AUC,09:01:00,531.80,BOG,LET,16:14:55,1042.59
ADZ,CLO,11:13:12,510.55,CUC,MDE,21:09:41,823.56
EJA,BAQ,17:17:09,1054.04,UIB,EJA,22:33:59,764.03
BOG,PEI,13:54:37,869.04,SMR,UIB,00:14:28,975.53
LET,ADZ,22:51:38,764.43,MTR,CUC,14:23:08,572.36
CUC,CLO,12:39:46,1048.64,EJA,BGA,14:02:40,1433.74
PEI,ADZ,10:17:29,742.64,BGA,BAQ,03:28:32,734.60
LET,BAQ,07:16:02,1212.60,ADZ,AUC,16:56:08,647.45
BGA,BAQ,17:10:23,453.97,ADZ,BGA,10:40:03,894.88
BOG,AUC,22:37:04,356.12,CUC,PEI,21:11:03,831.75
AUC,CUC,11:14:49,606.36,LET,EJA,20:46:21,642.95
BGA,CUC,07:18:34,668.65,CTG,CTG,15:23:49,693.26
MTR,AUC,08:57:12,963.05,BAQ,BGA,20:21:42,1484.17
AUC,PEI,18:24:15,613.05,SMR,CTG,21:11:18,1113.73
AUC,CTG,08:53:11,604.97,MTR,LET,08:42:41,1028.82
CLO,BGA,09:41:38,1089.36,BGA,BAQ,00:33:16,857.09
CTG,BOG,18:34:26,1362.81,CLO,AUC,00:15:05,796.44
ADZ,ADZ,23:12:11,408.23,MDE,CUC,20:59:43,437.97
UIB,BGA,12:03:41,511.76,MTR,BOG,19:28:46,852.67
ADZ,CLO,15:33:01,962.01,BAQ,MTR,17:41:17,1232.38
EJA,ADZ,05:04:52,1095.81,SMR,BGA,16:40:07,1170.92
ADZ,CUC,01:51:25,1101.81,SMR,SMR,16:37:54,485.75
CTG,PEI,23:31:02,1497.58,AUC,MDE,04:33:09,513.55
MDE,ADZ,16:42:26,1195.01,CUC,AUC,11:57:29,1008.64
BGA,SMR,20:26:00,464.05,CUC,SMR,02:42:47,736.93
MDE,ADZ,06:35:59,1030.95,ADZ,MDE,09:24:32,846.30
MTR,SMR,09:01:23,1187.70,BAQ,BOG,18:46:14,1057.01
CLO,LET,07:37:50,751.34,MTR,CTG,09:16:51,1264.34
PEI,BGA,00:31:58,745.45,PEI,ADZ,18:08:54,1310.50
BGA,CUC,21:49:18,534.67,ADZ,ADZ,09:00:19,752.51
LET,UIB,00:52:41,492.06,CUC,MDE,02:41:24,949.39
SMR,BAQ,17:44:14,367.26,MDE,UIB,09:47:23,1060.97
PEI,MTR,00:46:27,1383.85,CLO,PEI,15:01:24,1308.60
PEI,CUC,16:48:39,791.06,MDE,BAQ,12:48:11,1135.64
BOG,AUC,15:39:29,1241.03,CTG,CTG,16:04:01,685.96
SMR,BGA,21:26:53,502.25,LET,CLO,14:18:24,1275.80
CTG,BOG,17:14:25,378.51,BGA,EJA,14:57:13,428.69
BOG,LET,18:55:20,988.37,MDE,SMR,08:23:36,1254.05
LET,CLO,12:31:44,648.00,MTR,CUC,00:39:15,815.32
ADZ,EJA,22:15:10,383.82,ADZ,BAQ,14:54:28,964.27
EJA,BGA,21:15:22,519.46,MDE,SMR,20:55:07,385.17
EJA,LET,19:33:08,416.18,AUC,BOG,08:14:38,773.13
SMR,MDE,22:23:47,660.65,BAQ,EJA,06:58:57,1077.63
LET,ADZ,23:41:41,593.56,AUC,CLO,10:08:24,600.18
MDE,BAQ,15:30:53,1440.31,LET,BAQ,10:50:01,424.86
SMR,SMR,16:51:57,1114.59,PEI,CLO,09:36:37,607.48
CUC,CUC,19:49:15,811.16,CUC,BAQ,17:45:00,616.98
LET,BGA,06:11:59,1136.50,ADZ,LET,17:09:26,1302.56
CTG,BAQ,05:36:23,397.74,ADZ,ADZ,13:56:44,679.22
MDE,CLO,18:28:01,1471.21,AUC,MDE,00:27:59,1148.08
CTG,CTG,19:08:30,312.24,BGA,BGA,11:47:43,303.86
PEI,SMR,22:19:53,1320.90,AUC,EJA,23:04:51,800.39
UIB,CTG,08:43:25,1234.58,MTR,PEI,03:00:09,816.44
MTR,PEI,16:07:55,694.64,BOG,SMR,12:57:59,731.74
BAQ,AUC,10:11:23,654.07,MDE,BGA,16:11:28,1337.60
BAQ,BOG,02:48:06,1294.09,BGA,BAQ,03:45:38,385.74
MDE,PEI,15:51:07,320.65,BGA,BAQ,00:46:11,1242.36
BGA,EJA,22:12:57,791.35,BAQ,MDE,02:16:36,1309.89
ADZ,CTG,13:51:41,337.85,MDE,CTG,04:50:46,1487.30
CUC,SMR,07:54:34,623.92,SMR,BGA,17:57:17,1371.51
SMR,UIB,02:00:35,647.11,LET,AUC,13:17:24,745.32
CTG,PEI,21:44:48,954.63,BGA,SMR,14:27:31,1201.73
AUC,CLO,06:28:36,987.67,BOG,BGA,17:44:37,1061.42
PEI,BAQ,06:49:28,612.82,BAQ,LET,22:23:59,369.93
AUC,MDE,05:00:50,513.04,CTG,UIB,17:41:39,1264.81
BGA,BGA,10:26:01,413.99,UIB,MDE,22:53:50,968.91
CUC,CUC,14:48:02,483.15,BAQ,LET,15:33:46,1035.73
ADZ,PEI,07:14:45,1353.05,CLO,CUC,05:20:23,396.32
MTR,LET,07:29:23,1077.91,ADZ,ADZ,17:04:05,1062.77
EJA,MDE,04:01:38,687.87,LET,CUC,22:19:50,882.76
CTG,MDE,13:33:35,1468.83,BAQ,CUC,04:30:23,756.45
MDE,MTR,20:45:56,1303.41,LET,BAQ,22:08:46,1480.99
BAQ,BAQ,05:22:40,1483.50,BOG,BAQ,18:09:52,558.11
CLO,MDE,22:33:14,660.40,LET,BOG,13:02:17,667.27
EJA,PEI,21:39:36,1332.87,LET,MDE,17:28:19,633.75
UIB,CUC,21:41:42,570.84,AUC,LET,01:33:50,1085.40
CUC,EJA,14:24:42,1411.97,BAQ,BGA,17:15:42,1316.62
BAQ,MDE,12:22:04,598.04,BAQ,EJA,20:32:27,651.31
BOG,AUC,12:10:08,349.55,BGA,ADZ,10:47:02,1182.32
CTG,MTR,20:43:17,1390.52,UIB,BOG,04:11:20,722.98
EJA,BOG,16:41:16,436.61,MDE,ADZ,06:51:40,789.13
BAQ,AUC,17:43:55,754.24,CLO,CLO,10:37:03,507.50
CUC,BOG,11:33:09,896.06,AUC,BOG,07:22:36,1063.23
CUC,UIB,06:53:37,305.53,EJA,SMR,17:06:19,612.87
AUC,BGA,02:09:28,1205.59,SMR,ADZ,03:06:16,754.50
CLO,AUC,09:02:08,822.01,BAQ,EJA,15:15:38,1130.32
BGA,CLO,01:40:51,1436.00,EJA,CTG,14:03:01,1109.77
CUC,BGA,15:37:16,758.07,MTR,CTG,23:58:10,828.51
EJA,CLO,00:50:13,969.28,AUC,CUC,18:00:50,786.33
CTG,ADZ,05:51:14,996.42,MTR,BOG,16:15:23,697.89
AUC,BAQ,17:23:00,1278.23,SMR,CUC,15:38:50,1147.99
ADZ,EJA,20:55:55,1151.45,CLO,AUC,19:15:14,1434.96
BGA,MDE,22:57:03,998.83,AUC,BOG,07:30:57,779.32
UIB,EJA,06:03:47,587.16,BGA,AUC,13:28:43,969.09
ADZ,BOG,12:12:59,1078.10,BAQ,UIB,10:24:09,538.36
LET,PEI,19:43:50,850.68,MDE,SMR,11:34:24,331.51
PEI,MDE,11:03:51,1196.51,UIB,CLO,19:07:44,927.46
MDE,UIB,12:01:49,373.02,UIB,MTR,15:00:25,394.89
LET,MDE,14:31:27,615.77,ADZ,BAQ,10:08:02,1341.22
UIB,PEI,22:21:20,1195.49,PEI,ADZ,04:47:51,1312.45
LET,SMR,12:57:49,1426.08,LET,CLO,18:14:57,1456.53
BGA,BGA,20:04:55,1138.75,AUC,BAQ,01:34:17,653.47
CTG,EJA,10:03:09,551.92,BAQ,UIB,17:22:39,1342.30
CLO,UIB,06:38:09,881.70,UIB,EJA,17:13:47,1197.04
BOG,CLO,13:26:11,844.91,BOG,BGA,22:58:16,1137.54
CLO,UIB,21:00:15,1407.81,EJA,EJA,03:27:51,1281.42
SMR,AUC,10:43:10,431.62,BAQ,AUC,12:14:14,897.55
MDE,BOG,07:23:55,986.86,AUC,SMR,04:23:40,1409.14
SMR,ADZ,01:57:43,1018.35,CTG,PEI,07:36:46,726.98
CUC,EJA,00:16:41,357.59,BOG,CTG,12:12:51,922.21
CLO,MDE,04:11:45,312.38,MDE,AUC,16:14:56,612.97
PEI,PEI,05:49:58,598.75,ADZ,CUC,03:50:46,542.86
CLO,EJA,16:54:46,628.24,MTR,BAQ,05:19:17,390.57
LET,LET,20:03:50,663.82,ADZ,EJA,04:45:28,855.94
BAQ,CLO,11:49:25,906.56,BAQ,CUC,20:38:39,592.40
UIB,UIB,15:52:55,1434.00,ADZ,SMR,07:25:10,1011.74
EJA,MTR,12:15:19,1160.19,BAQ,CTG,00:51:11,789.89
BGA,CTG,08:05:09,827.86,CUC,MDE,18:16:28,978.61
CTG,SMR,09:02:25,1177.25,SMR,EJA,03:13:43,1028.03
CTG,PEI,23:22:31,694.63,CTG,BOG,15:51:51,926.44
EJA,UIB,21:02:42,1154.88,SMR,MDE,20:03:03,1396.90
BGA,BGA,10:15:35,560.59,CLO,CUC,17:49:33,911.46
MTR,AUC,12:23:55,891.81,BOG,BGA,20:43:45,950.87
BGA,MTR,01:19:57,1457.63,BOG,CTG,04:36:56,1208.26
UIB,BAQ,12:59:12,1221.79,CLO,SMR,01:20:29,671.22
AUC,UIB,16:14:06,1450.43,CUC,CLO,04:47:41,496.03
PEI,ADZ,08:12:52,1065.82,ADZ,AUC,19:07:15,1453.44
PEI,ADZ,23:20:15,481.61,CTG,CUC,18:48:50,1239.80
SMR,CTG,15:20:42,434.25,PEI,MDE,06:11:53,704.55
EJA,CUC,07:22:49,498.43,EJA,AUC,16:36:42,1157.03
EJA,BOG,03:39:42,1257.86,BAQ,EJA,21:06:00,831.77
BOG,EJA,09:43:12,645.53,BOG,BAQ,12:37:43,568.56
CTG,CTG,18:35:39,1316.61,PEI,CLO,22:01:35,799.78
AUC,PEI,17:32:56,1289.97,BOG,MDE,07:14:18,393.16
AUC,CLO,01:39:50,1405.03,AUC,MDE,08:05:35,938.20
ADZ,PEI,12:49:10,802.09,PEI,MDE,15:30:19,640.41
EJA,BGA,19:04:00,1094.39,AUC,BAQ,09:36:38,1200.79
CLO,PEI,03:16:27,515.84,ADZ,AUC,06:57:51,837.52
CTG,PEI,19:50:33,948.24,BAQ,SMR,13:19:48,1020.09
MTR,SMR,04:36:03,1373.85,EJA,UIB,02:39:58,1414.58
SMR,MDE,15:56:40,1125.02,BAQ,BAQ,05:59:26,770.38
BAQ,AUC,05:39:27,1360.38,MDE,ADZ,19:25:14,316.82
MTR,SMR,20:13:46,1256.84,EJA,AUC,14:02:13,1205.74
CUC,LET,18:57:34,1436.81,LET,BOG,02:26:15,1339.46
MTR,MDE,19:39:08,1087.77,BOG,EJA,03:04:42,369.20
MTR,ADZ,11:38:01,1488.86,LET,ADZ,11:37:40,743.94
UIB,LET,16:19:25,1293.27,CUC,LET,02:54:17,665.99
LET,BAQ,13:56:36,1339.90,LET,ADZ,04:52:46,530.56
CUC,PEI,18:44:31,1422.92,CTG,AUC,14:36:02,510.97
AUC,BAQ,03:25:40,860.13,CUC,MDE,07:29:41,362.42
SMR,BOG,13:21:14,1280.05,MTR,BAQ,20:38:10,754.17
SMR,EJA,22:06:10,663.23,LET,BGA,04:24:34,1240.94
LET,BGA,05:56:23,1233.31,MTR,CTG,09:46:15,959.28
CUC,BOG,10:33:36,1340.97,CUC,MTR,12:55:59,870.40
CUC,AUC,18:46:58,1464.97,ADZ,BGA,17:42:03,675.67
EJA,CLO,09:52:23,378.72,BOG,MDE,07:45:52,1438.18
UIB,CTG,07:41:20,317.52,CTG,BOG,05:40:24,689.86
BAQ,ADZ,17:54:19,1272.22,BGA,SMR,15:18:32,951.48
SMR,PEI,02:14:46,1150.42,BGA,CUC,08:53:30,1347.32
CTG,MTR,03:11:31,366.88,MDE,BAQ,02:19:10,1420.30
MTR,BOG,20:44:02,1278.22,BGA,AUC,11:38:47,659.41
MDE,SMR,08:54:39,541.11,UIB,SMR,06:36:32,1051.53
MTR,UIB,18:01:27,1460.89,BOG,ADZ,07:22:05,571.11
MTR,AUC,09:10:34,1476.62,LET,SMR,21:53:25,1078.77
AUC,CLO,13:48:17,513.38,MTR,MTR,07:18:34,672.77
AUC,AUC,05:57:49,757.34,ADZ,CUC,06:03:58,984.65
PEI,BGA,19:16:17,788.12,LET,BOG,17:43:40,1386.77
PEI,EJA,00:20:55,919.29,UIB,BAQ,01:31:55,1398.18
BGA,CLO,07:50:41,1360.67,EJA,MDE,16:09:04,493.01
SMR,SMR,05:00:20,1188.64,CUC,CUC,19:39:30,1371.80
ADZ,CUC,23:32:55,728.31,AUC,CUC,15:25:43,1032.82
MTR,EJA,13:29:53,448.28,UIB,MDE,11:52:26,1446.30
SMR,MDE,19:20:35,875.32,MDE,MDE,15:02:48,446.87
ADZ,CUC,14:03:49,653.67,CUC,BOG,05:59:06,965.93
BGA,CUC,12:39:10,563.07,PEI,CUC,21:58:09,1359.87
ADZ,SMR,18:50:28,1173.77,EJA,BOG,17:17:13,466.49
CLO,MDE,21:47:15,996.70,CTG,MDE,18:11:02,914.30
SMR,CLO,21:19:52,510.88,AUC,SMR,08:35:36,982.77
CLO,PEI,08:00:15,938.94,MTR,SMR,17:13:18,407.17
LET,CTG,09:16:18,337.77,LET,AUC,18:37:53,861.51
MTR,MTR,01:15:17,485.38,ADZ,PEI,07:58:13,1072.98
UIB,PEI,23:37:33,319.53,PEI,LET,09:24:30,1072.58
ADZ,PEI,02:25:42,880.07,UIB,ADZ,00:31:53,855.50
BOG,MDE,06:47:06,537.08,CTG,EJA,10:00:36,1378.81
EJA,AUC,12:40:52,306.53,ADZ,AUC,03:55:08,1048.07
SMR,LET,01:37:08,1431.13,SMR,CLO,15:15:19,1233.08
CUC,SMR,16:18:49,484.64,PEI,BAQ,17:52:58,645.69
UIB,BOG,13:47:56,1327.60,PEI,SMR,00:51:37,1219.44
EJA,ADZ,22:29:41,1178.98,BOG,EJA,15:13:30,505.48
CLO,EJA,08:16:10,1120.27,EJA,UIB,16:56:52,831.08
MDE,SMR,16:09:11,1215.68,ADZ,PEI,09:50:39,305.17
AUC,BGA,12:21:05,583.54,ADZ,UIB,07:57:08,1247.80
BOG,CTG,22:25:24,1387.34,PEI,CTG,20:46:22,1293.21
BGA,EJA,06:01:22,887.09,LET,PEI,01:44:15,816.79
ADZ,ADZ,19:45:26,856.31,BOG,BOG,18:52:56,503.39
SMR,ADZ,09:24:15,873.57,CUC,CLO,13:37:46,435.75
CUC,AUC,08:50:00,1336.93,CTG,MDE,15:45:43,1016.09
AUC,PEI,13:55:36,465.92,MDE,UIB,04:02:21,1421.64
LET,UIB,15:02:30,1372.84,EJA,SMR,07:51:54,759.92
BGA,EJA,17:48:05,424.10,EJA,CLO,07:10:25,1399.40
BOG,AUC,23:07:31,1307.33,PEI,BGA,09:33:39,1342.35
BOG,CTG,21:38:43,1336.39,CLO,ADZ,19:06:41,1158.71
EJA,BAQ,16:20:46,545.93,SMR,MDE,15:50:11,505.93
UIB,CLO,13:56:37,694.02,ADZ,UIB,01:49:55,306.19
BOG,BGA,19:31:30,718.18,BOG,CTG,16:57:55,313.87
BGA,ADZ,21:53:06,768.98,MTR,PEI,07:58:43,640.54
MTR,CUC,00:36:07,655.23,MTR,MTR,08:39:41,625.30
PEI,BAQ,23:17:49,1336.43,MTR,LET,18:24:35,961.57
MTR,MTR,14:37:56,675.71,EJA,AUC,09:42:42,785.79
ADZ,AUC,15:52:27,1236.71,SMR,LET,05:20:34,631.60
MTR,CUC,20:11:17,621.88,PEI,AUC,23:19:18,1092.80
CTG,SMR,04:36:05,1027.03,LET,EJA,11:58:51,996.32
ADZ,BAQ,05:48:18,1335.52,SMR,CTG,23:44:27,763.16
MDE,PEI,20:17:05,780.71,CLO,UIB,09:35:13,922.97
EJA,ADZ,07:24:00,688.53,UIB,CTG,07:41:50,663.32
MDE,MTR,15:21:37,427.49,BGA,CTG,14:19:20,1212.81
SMR,BOG,05:13:09,1449.42,PEI,LET,10:15:16,1108.17
LET,PEI,19:59:28,787.29,ADZ,EJA,03:44:18,1380.17
BGA,AUC,12:14:28,1129.15,LET,CUC,08:58:12,438.10
CLO,ADZ,17:07:57,761.40,PEI,SMR,03:56:56,1096.00
CTG,EJA,23:15:19,430.65,AUC,CLO,19:09:22,1227.32
PEI,LET,20:10:03,950.52,AUC,BAQ,05:43:19,1426.79
ADZ,LET,23:38:26,553.26,AUC,BGA,15:10:12,738.42
CUC,BOG,19:56:02,604.43,AUC,UIB,12:10:24,761.18
SMR,MTR,04:09:11,1058.75,AUC,BOG,08:08:45,1285.66
PEI,MTR,04:05:13,1137.75,BOG,BGA,21:50:01,1158.63
CLO,UIB,07:17:45,1441.27,EJA,CTG,19:01:17,415.92
MTR,CLO,05:10:32,1327.46,PEI,CLO,09:51:25,467.01
BOG,AUC,10:54:31,1433.78,EJA,CTG,07:49:05,1351.15
MTR,CLO,01:47:58,808.03,BOG,AUC,08:46:22,1351.49
BAQ,SMR,20:21:22,825.27,CLO,CLO,23:58:50,318.51
PEI,MDE,02:16:45,1214.25,PEI,BGA,06:25:14,901.51
PEI,EJA,02:15:22,1105.95,UIB,BAQ,17:16:39,962.55
AUC,EJA,22:08:48,834.12,BOG,SMR,15:33:03,1030.09
LET,CUC,01:25:19,408.13,MTR,PEI,15:23:26,512.32
UIB,CTG,06:48:02,1093.69,MDE,SMR,00:26:44,368.16
BOG,MTR,11:34:58,310.75,CUC,BGA,06:39:38,763.07
BAQ,CUC,11:22:08,1133.41,BAQ,AUC,14:55:43,1436.30
CLO,BAQ,18:55:50,1122.75,MDE,ADZ,07:54:41,874.90
BOG,EJA,05:33:52,950.33,CUC,MTR,12:54:05,724.34
CUC,BAQ,00:31:16,727.48,EJA,ADZ,02:09:10,1111.05
CUC,MDE,08:36:26,560.34,BAQ,EJA,12:30:07,1414.77
CTG,LET,20:25:42,1372.33,MTR,BAQ,01:46:18,1326.27
PEI,CTG,18:35:34,1488.06,BAQ,CTG,14:26:17,776.42
CUC,BGA,21:58:20,686.30,MDE,MDE,08:30:56,425.04
AUC,UIB,11:01:52,803.89,CLO,LET,00:22:15,1285.17
ADZ,BOG,19:18:07,1023.16,EJA,CLO,00:46:09,1109.70
BAQ,BGA,18:24:27,964.15,MTR,EJA,10:10:29,868.56
SMR,AUC,09:16:38,895.76,BGA,BAQ,08:01:24,1069.49
MTR,MDE,20:07:29,1444.07,AUC,CLO,04:48:35,626.10
UIB,SMR,22:56:59,747.58,BOG,PEI,08:25:10,776.00
CUC,UIB,19:21:24,1448.88,LET,ADZ,16:51:12,1317.45
PEI,MDE,07:56:32,565.66,BGA,SMR,02:53:06,751.77
AUC,LET,07:31:51,919.07,MTR,BOG,08:53:53,1357.81
BOG,PEI,12:59:03,365.45,LET,UIB,20:20:05,845.47
PEI,BOG,15:26:48,395.21,MTR,MDE,01:38:57,793.83
LET,CLO,18:32:50,1062.09,PEI,CLO,13:09:45,1089.25
CUC,CUC,09:26:03,761.32,EJA,AUC,08:35:26,1390.03
LET,EJA,06:03:55,730.33,CLO,EJA,13:50:08,1087.65
ADZ,PEI,02:06:52,359.27,CTG,BAQ,21:45:03,360.25
CTG,BOG,03:30:13,1230.71,LET,UIB,02:36:42,1157.32
PEI,MDE,05:31:45,389.12,CUC,EJA,10:23:19,700.46
MDE,CTG,09:48:25,1231.39,SMR,UIB,17:39:54,627.59
PEI,BOG,20:26:59,887.60,AUC,BOG,13:00:15,653.11
BAQ,BOG,06:37:00,476.03,MTR,MDE,14:39:26,1407.04
EJA,BOG,10:35:39,512.40,UIB,CTG,06:25:32,456.84
ADZ,AUC,13:49:19,670.02,MDE,CLO,03:48:36,1426.29
UIB,BOG,13:15:48,359.05,LET,BGA,23:56:52,410.22
ADZ,MTR,19:22:13,811.50,BAQ,BGA,18:13:41,1391.73
CLO,BOG,18:14:36,1317.83,PEI,CLO,06:45:14,1003.75
CLO,BAQ,08:05:00,892.39,LET,AUC,23:27:04,952.90
ADZ,MTR,22:51:03,829.84,BAQ,CTG,21:22:08,1490.41
EJA,BOG,23:33:51,399.78,CUC,CTG,20:08:30,326.17
CTG,BGA,02:36:48,1429.12,CUC,BOG,02:09:32,791.47
LET,BAQ,05:37:41,1138.67,ADZ,BAQ,03:22:56,471.14
EJA,CLO,10:51:51,1384.98,EJA,CLO,13:02:23,1282.12
BGA,CLO,02:02:47,1307.40,SMR,CLO,02:37:08,1323.42
CTG,CUC,10:25:42,645.46,MTR,EJA,05:21:12,430.43
ADZ,MTR,23:06:13,395.05,PEI,MDE,01:15:45,440.11
UIB,UIB,14:52:17,732.79,PEI,AUC,03:40:13,530.50
UIB,AUC,10:44:58,371.18,ADZ,BOG,19:05:07,730.76
ADZ,PEI,08:38:19,1012.77,CUC,BGA,12:12:42,935.67
SMR,UIB,14:56:43,800.73,BOG,MTR,06:39:08,1392.92
CUC,CTG,04:21:17,695.93,CUC,CTG,07:43:56,1420.13
SMR,SMR,20:52:36,311.27,UIB,BOG,19:56:32,1406.18
MTR,BAQ,12:11:38,398.55,SMR,UIB,11:32:19,960.61
UIB,MTR,18:27:50,1494.41,PEI,UIB,17:31:10,395.72
CTG,CUC,09:52:25,469.18,MDE,MTR,09:47:04,609.27
SMR,LET,06:20:37,1185.14,ADZ,LET,04:52:35,1105.70
LET,BOG,09:59:17,480.62,PEI,LET,04:35:57,876.56
BOG,AUC,04:43:21,640.06,ADZ,BAQ,04:30:38,1096.39
CTG,MTR,19:32:39,674.89,ADZ,BOG,12:09:51,1234.84
CTG,BOG,12:28:50,1390.72,MDE,MTR,22:00:34,534.15
BAQ,LET,01:38:37,1255.40,PEI,ADZ,08:14:42,975.99
PEI,BOG,03:37:20,471.56,EJA,CTG,18:53:43,1488.91
EJA,CLO,23:46:44,340.24,BAQ,BOG,08:23:28,512.61
CUC,BGA,18:25:13,609.51,PEI,CTG,12:12:51,493.31
UIB,CLO,03:33:25,313.58,CTG,UIB,08:46:00,894.53
SMR,CLO,08:35:32,1295.76,BAQ,AUC,19:01:33,1368.01
BOG,MDE,19:18:33,1060.29,ADZ,BOG,11:49:16,930.95
BGA,PEI,15:24:33,1123.84,BAQ,CLO,09:04:38,1302.65
BGA,CLO,20:54:49,709.59,CUC,EJA,02:19:59,1277.43
AUC,BAQ,03:58:26,893.73,EJA,UIB,05:05:06,1239.49
LET,LET,21:36:27,605.88,BGA,LET,08:49:59,1392.51
EJA,PEI,23:23:30,1354.83,PEI,BAQ,08:02:45,1475.79
SMR,EJA,11:53:25,1066.83,ADZ,BAQ,01:21:19,825.05
CLO,MDE,17:03:23,1311.57,LET,ADZ,03:08:04,1342.17
EJA,SMR,06:59:59,1455.88,CTG,MTR,06:28:27,742.24
EJA,CUC,03:34:58,1071.47,ADZ,CUC,06:09:59,1290.98
BGA,CUC,07:23:04,684.18,CUC,ADZ,11:17:50,1098.16
SMR,BOG,10:07:30,1073.39,CLO,EJA,05:29:32,349.09
BGA,CLO,14:37:09,549.96,ADZ,LET,16:50:49,1292.67
AUC,BOG,14:13:58,647.43,EJA,BGA,23:24:45,917.91
BOG,AUC,01:58:53,1247.79,CUC,ADZ,03:36:35,703.84
BAQ,CTG,13:43:35,1442.23,BAQ,MDE,05:15:53,886.35
UIB,ADZ,23:35:33,375.00,CTG,UIB,05:49:14,1099.97
MTR,CTG,22:08:07,473.60,SMR,CLO,18:40:12,844.69
LET,UIB,05:11:01,1086.38,CUC,EJA,18:55:58,680.98
CTG,BAQ,14:31:49,1472.70,PEI,PEI,09:19:28,330.17
UIB,BGA,10:34:03,968.43,CLO,PEI,15:49:42,901.40
UIB,CLO,19:54:51,910.60,BOG,BOG,11:34:03,1272.92
LET,BOG,06:03:13,1216.64,EJA,PEI,13:09:15,1321.21
LET,BGA,16:40:39,623.98,CTG,ADZ,21:52:14,914.72
MDE,PEI,10:18:03,1137.50,UIB,PEI,13:33:50,421.20
LET,LET,23:07:08,1354.67,MDE,CTG,00:01:44,558.98
EJA,PEI,05:07:02,1385.59,SMR,SMR,01:06:44,406.24
BOG,ADZ,23:50:09,579.07,BAQ,MTR,04:11:47,548.27
BGA,LET,17:52:02,389.23,MTR,BOG,05:40:29,449.99
CUC,MDE,10:28:09,1164.64,UIB,CTG,16:38:33,616.73
BAQ,MTR,04:50:56,1169.93,CTG,ADZ,09:04:17,1314.38
ADZ,BGA,23:58:05,871.65,AUC,MDE,15:06:20,790.97
ADZ,CLO,15:57:47,1072.30,CTG,BOG,04:09:53,540.46
MDE,BGA,23:18:46,602.81,EJA,MDE,11:39:16,744.13
CTG,MDE,19:24:26,758.67,BOG,EJA,08:54:55,1390.83
LET,PEI,02:33:25,1492.90,MDE,MTR,03:06:22,1197.93
AUC,PEI,04:58:01,1403.87,BAQ,EJA,09:49:54,1118.99
BGA,CUC,17:47:59,452.70,CUC,PEI,09:10:52,1282.31
MDE,BAQ,07:47:32,432.10,UIB,ADZ,19:10:46,388.26
LET,UIB,15:25:32,725.30,CLO,MTR,17:36:23,1096.72
MTR,SMR,17:17:01,324.59,EJA,CLO,13:26:40,1325.62
BOG,CTG,22:57:02,826.21,AUC,MDE,00:55:34,486.77
ADZ,ADZ,16:34:45,803.71,PEI,EJA,03:18:26,1100.12
BGA,CUC,19:43:22,796.02,BOG,BOG,05:20:03,887.52
EJA,EJA,04:11:13,1110.79,AUC,MTR,04:08:55,1459.75
BOG,CTG,09:46:26,835.67,CUC,PEI,23:49:38,898.71
BGA,AUC,15:24:58,932.83,MTR,BGA,22:13:26,1477.92
UIB,CLO,09:07:21,1120.59,BOG,BAQ,23:04:44,460.84
EJA,BAQ,23:15:44,763.38,UIB,SMR,09:07:58,1232.91
CUC,BOG,22:40:28,543.67,PEI,UIB,20:36:49,1240.59
CTG,BOG,19:44:46,875.10,AUC,MTR,13:10:52,1275.19
AUC,CLO,12:55:43,1034.15,MDE,UIB,06:54:31,1305.72
AUC,CLO,06:30:16,816.18,EJA,BOG,12:34:58,847.18
BGA,SMR,03:51:36,1448.13,BAQ,MTR,01:43:12,926.16
BAQ,MDE,16:53:21,1128.57,SMR,BAQ,01:02:04,1318.87
SMR,UIB,06:57:27,719.17,CUC,SMR,19:14:39,1373.80
MTR,PEI,17:17:49,749.88,LET,SMR,23:09:24,1355.84
MTR,BOG,12:57:21,516.33,MDE,ADZ,02:08:26,1062.51
PEI,PEI,18:49:49,1483.98,CLO,MDE,11:53:28,1303.78
ADZ,EJA,09:59:53,1150.96,SMR,MDE,10:46:24,785.14
BOG,BGA,21:09:38,852.75,LET,SMR,16:33:09,900.32
CLO,CLO,15:32:57,643.81,EJA,EJA,02:55:42,1313.33
BGA,BAQ,19:17:41,1170.32,BGA,MTR,13:06:42,411.75
CTG,PEI,08:45:01,1494.90,PEI,SMR,13:32:13,560.78
CTG,CTG,20:08:44,490.09,SMR,BAQ,04:43:59,1426.87
BGA,MTR,02:40:27,798.58,ADZ,ADZ,10:52:11,531.90
EJA,SMR,15:51:48,1456.01,LET,LET,06:24:46,1383.16
BGA,PEI,22:47:11,774.75,UIB,CTG,04:50:56,1163.13
ADZ,BGA,22:55:15,1353.94,BGA,LET,10:49:45,526.28
MTR,UIB,13:51:15,1341.80,BOG,AUC,05:41:47,348.59
BOG,CUC,20:36:17,748.27,MDE,SMR,16:43:28,1133.44
BAQ,SMR,21:08:55,1128.57,MTR,EJA,16:36:10,382.11
MTR,SMR,01:32:21,1438.64,BAQ,MDE,01:51:13,391.56
EJA,MDE,23:33:19,589.89,UIB,UIB,08:33:12,690.43
